cid,category
3357,['Satire']
6072,"['Satire, English']"
1790,"['Satire, German']"
2944,"['Savage, Doc (Fictitious character)']"
694,['Savannah (Ga.)']
912,['Saving and investment']
2469,['Scandals']
6004,['Scarecrows']
4933,['Scented books']
2099,['Schiffbrüchiger - Überleben - Geschichte 1643 - Belletristische Darstellung']
1185,['Schizophrenia']
6092,['Schleswig-Holstein (Germany)']
3071,['Scholarships']
3192,['School buses']
5435,['School excursions']
2437,['School stories']
1655,['School stories.']
4589,['School survival']
678,['Schools']
3162,['Schottland']
6415,['Schweden - Schule - Rechtsradikalismus - Schüler - Verschwinden - Jugendbuch']
1824,['Science fiction films']
5266,['Science fiction films.']
5072,['Science fiction television programs.']
193,['Science fiction']
383,"['Science fiction, American']"
2848,"['Science fiction, American.']"
1813,"['Science fiction, Australian']"
6244,"['Science fiction, Brazilian']"
2117,"['Science fiction, Canadian']"
1219,"['Science fiction, English']"
130,"['Science fiction, French']"
5209,"['Science fiction, Italian']"
2385,"['Science fiction, Polish']"
6169,"['Science fiction, Spanish']"
4608,"['Science fiction, Young adult']"
2518,['Science fiction.']
5399,['Science politique']
6088,['Science projects']
18,['Science']
4068,['Science.']
4492,['Scientists']
5996,['Scissors and shears']
5240,['Scooby-Doo (Fictitious character)']
1623,['Scooters.']
2544,['Scotland']
5904,['Screaming to be Heard: Hormonal connections women suspect and doctors ignore']
5106,['Screen process printing.']
4661,['Sculpture gardens']
5773,['Sculpture']
5045,['Sea birds']
5173,['Sea otter']
729,['Sea stories']
3521,['Sea turtles']
4643,['Sea']
6181,['Seafaring life']
5550,['Seals (Animals)']
6115,['Seashore animals']
5184,['Seashore']
1209,['Seasons']
2111,['Second Advent']
4247,['Second homes']
1065,['Secret societies']
4199,['Secrets']
5216,['Seeds']
2707,['Sega Genesis (Game)']
4935,['Selective mutism']
2780,['Self']
1941,['Self-Actualization (Psychology)']
31,['Self-Help']
1901,['Self-acceptance']
865,['Self-actualization (Psychology)']
1203,['Self-actualization (Psychology).']
1278,['Self-confidence']
4123,['Self-consciousness (Awareness)']
5134,['Self-defense for children']
5966,['Self-destructive behavior']
3595,['Self-esteem']
4250,['Self-hate (Psychology)']
4657,['Self-help techniques']
75,['Self-perception']
1222,['Self-preservation']
3437,['Self-realization']
5994,['Self-reliance']
2840,['Selling']
3045,['Selling.']
4540,['Senses and sensation']
2276,"['September 11 Terrorist Attacks, 2001']"
1128,['Serial murder investigation']
211,['Serial murderers']
673,['Serial murders']
5751,['Sesame Street (Television program)']
4671,['Severn River Estuary (England and Wales)']
4125,['Sex (Psychology)']
5320,['Sex addiction']
4557,['Sex differences']
5090,['Sex discrimination against women']
822,['Sex in literature']
6296,['Sex preselection']
672,['Sex role']
1205,['Sex']
5525,['Sexual harassment']
6437,['Shadows']
3158,['Shaker women']
3061,['Shamanism']
4353,['Shampoo']
2420,['Shanghai (China)']
4503,['Shape']
2535,['Sharing']
1980,['Sharks']
2739,['Sheep ranches']
964,['Sheep']
2216,['Shells']
6175,"['Shenandoah Campaign, 1864 (August-November)']"
5523,['Shetland sheepdog']
2527,"['Shiloh, Battle of, Tenn., 1862']"
2397,['Ships']
4888,['Shipwreck survival']
3153,['Shipwrecks']
405,['Shoes']
5565,['Shoplifting']
5489,['Shopping']
385,['Short Stories']
657,['Short stories']
5849,"['Short stories, African (English)']"
459,"['Short stories, American']"
439,"['Short stories, Argentine']"
1314,"['Short stories, Australian']"
2785,"['Short stories, Canadian']"
6136,"['Short stories, Canadian.']"
2783,"['Short stories, English']"
1688,"['Short stories, French']"
449,"['Short stories, German']"
5967,"['Short stories, Jewish']"
3067,"['Short stories, Portuguese']"
6252,"['Short stories, Spanish American']"
1638,"['Short stories, Spanish']"
1440,['Short stories.']
6142,['Shorthand']
2162,['Shortwave radio']
1529,['Showers (Parties)']
6269,['Sibling rivalry']
2869,['Sicily (Italy)']
2010,['Sicily']
5570,['Sick']
6397,['Signal processing']
1349,['Signs and symbols']
6232,['Silver miners']
4136,"['Silver, Maud (Fictitious character)']"
3972,['Simpsons (Television program)']
1281,['Singapore']
1613,['Singaporean fiction']
2672,['Singers']
6024,['Singing']
5327,['Single fathers']
2371,['Single mothers']
3782,['Single-handed sailing']
2477,"['Sisko, Benjamin (Fictitious character)']"
903,['Sisters']
1471,['Size']
2815,['Sizilien - Kriminalbeamter - Mord - Fahndung - Belletristische Darstellung']
5747,['Skateboarding']
5919,['Skin']
1126,['Skirts']
2772,['Skis and skiing']
4420,['Skunks']
1883,"['Skywalker, Luke (Fictitious character)']"
6286,['Slave-trade']
1879,['Slavery']
3687,['Sleep']
5768,['Sleep.']
2310,['Smithsonian Institution']
4437,['Smoking']
4236,['Smuggling']
4192,['Snakes']
3811,['Snipers']
870,['Snow sculpture']
1106,['Snow']
3638,['Snowmen']
334,['Snowshoes and snowshoeing']
2668,['Soap operas']
2188,['Soap trade']
3166,['Soccer coaches']
889,['Soccer players']
5779,"['Soccer stories, English']"
1220,['Soccer']
0,['Social Science']
3920,['Social case work']
4272,['Social interaction']
2336,['Social problems']
6129,['Social psychology']
4010,['Social sciences']
1445,['Social service']
3922,['Social service.']
4298,['Social values']
608,['Social work administration.']
2355,['Socialites']
888,['Sociologie - Dictionnaires anglais']
3121,['Sociology']
2029,['Soft toy making.']
4818,['Softball']
3763,['Software engineering']
4162,['Software maintenance']
4265,['Soil management']
2703,['Solar system']
4379,['Solaris (Computer file)']
280,['Soldiers']
4483,['Solid-state physics']
3010,['Songs']
692,"['Sonnets, English']"
5191,['Sound effects books']
470,['South Africa']
3963,['South Dakota']
5669,['Southampton (England)']
880,['Southern States']
2252,"['Southwest, New']"
2621,['Soviet Union']
4231,['Sozialverhalten - Verhaltensmuster - Ausbreitung']
1763,['Space and time']
2698,['Space colonies']
2273,['Space flight']
2693,['Space stations']
2016,['Space vehicle accidents']
1443,['Space vehicles']
879,['Space warfare']
1312,['Spain']
794,['Spanish fiction']
4464,['Spanish language books']
1272,['Spanish language materials']
1363,['Spanish language']
2392,['Spanish literature']
5687,['Speech therapists']
3203,['Speed reading']
2446,['Sphinxes (Mythology)']
5722,['Spices']
3853,['Spies']
3957,['Spione']
2747,['Spirit writings']
2748,['Spirit writings.']
1709,['Spirits']
4004,['Spiritual direction.']
4529,['Spiritual healing']
5859,['Spiritual healing.']
408,['Spiritual life']
5818,['Spiritualism']
5402,['Spiritualists']
4960,['Spitfire (Fighter plane)']
121,['Sports & Recreation']
2615,['Sports for women']
3544,['Sports journalism']
3603,['Sports stories']
375,['Sports']
4319,['Spouses']
4197,['Spring']
555,['Spy stories']
1801,['Squirrels']
2454,['Sri Lanka']
3083,"['Stalingrad, Battle of, Volgograd, Russia, 1942-1943']"
4808,['Stamp collecting']
2710,['Star Fox 64 (Game)']
2931,['Star Trek (Television show)']
294,['Star Trek fiction']
3737,['Star Trek television programs']
2993,['Star Wars fiction']
3239,['Star Wars films']
991,['Star trek (Television program)']
4304,['Star trek films']
5522,['Statesmen United States Biography']
3744,['Statesmen']
5658,['Statistics']
5313,['Stealing']
3216,['Steam shovels']
6344,"['Steel Strike, U.S., 1919-1920']"
3460,['Steel industry and trade']
2828,['Stencil work.']
2360,['Stepchildren']
2504,['Stepsisters']
2839,['Stock exchanges']
1798,['Stories in rhyme']
1058,['Stories in rhyme.']
4798,['Storks']
2288,['Storms']
1553,['Strategic planning']
4132,['Street entertainers']
4827,['Stress (Physiology)']
2482,['Stress (Psychology)']
5613,['Stress (Psychology).']
2345,['Stress management for teenagers']
6191,['Stress management']
2822,['Stress management.']
6075,['Stretching exercises']
4801,['Stripteasers']
1497,['Students']
5661,"['Students, Foreign']"
461,['Study Aids']
2431,['Stunt performers']
452,['Styria (Austria)']
5223,['Submarine warfare']
3722,['Submarines (Ships)']
3726,['Suburban life']
2817,['Subways']
5946,['Success in business']
1662,['Success']
1424,['Success.']
2223,['Suffering']
5129,['Sufi literature']
5017,['Sufi parables']
5140,['Sufi poetry']
1919,['Sugar-free diet']
2462,['Suicide victims']
3469,['Suicide']
3416,['Suisse - Moeurs et coutumes - Anecdotes']
4170,['Sumie']
1076,['Summer']
5053,['Sun']
721,['Sunday schools']
6418,['Sunflowers']
1191,['Super Bowl (Football game)']
2359,['Superhero fiction']
4299,['Supermarkets']
2836,['Supernatural']
4721,['Superstition']
2660,['Surfing']
6102,['Surgery']
1516,"['Surgery, Plastic']"
3500,"['Survival after airplane accidents, shipwrecks, etc']"
839,['Survival']
258,['Survivalism']
5729,['Susitna River Valley (Alaska)']
2662,['Suspence fiction']
2226,['Suspense fiction']
1692,"['Suspense fiction, American']"
4307,['Suspense story']
3959,"['Svetovna vojna, 1939-1945']"
4079,['Sweden']
1357,['Swedish fiction']
2280,['Swimming']
5585,['Swine']
2132,['Swiss fiction (French)']
3826,['Swiss fiction (German)']
5923,['Swiss fiction']
6396,['Swiss literature']
5396,['Swiss poetry (French)']
4314,['Switzerland']
4570,['Sydney (N.S.W.)']
6057,['Symbolism (Psychology)']
4387,['System analysis']
1001,['System design']
5701,['Südholland - Junge Frau - Plötzlicher Tod - Freundin - Erbschaft - Belletristische Darstellung']
4045,['TCP/IP (Computer network protocol)']
5719,['Table Etiquette']
4949,['Tactics']
5990,['Tagalog language']
1689,['Tahiti']
3266,['Tai chi']
5589,['Tail']
5571,['Tales']
5555,['Tanzania']
507,['Tarot']
650,['Tarot.']
1527,['Tax planning']
4932,['Taxicabs']
1726,['Teachers']
2066,['Technical writing']
5421,['Technological unemployment']
103,['Technology & Engineering']
356,['Technology']
1591,['Teddy bears']
2682,['Teenage artists']
2241,['Teenage girls']
3584,['Teenagers']
6367,['Teeth']
1376,['Telemarketing']
553,['Telepathy']
5236,['Telephone etiquette']
3491,['Telephone']
6084,['Telescopes']
2140,['Television actors and actresses']
2379,['Television and children']
2759,['Television broadcasting']
523,['Television personalities']
2880,['Television programs']
4117,['Television stations']
3021,['Television']
3594,['Telluride (Colo.)']
2654,['Tennessee']
2213,['Tennis coaches']
766,['Tennis']
2461,['Terminally ill children']
1285,['Terrorism']
2472,['Terrorists']
5869,['Testosterone']
1135,['Texas']
3893,['Text editors (Computer programs).']
5044,['Textured books']
4058,['Thai language']
4339,['Thailand']
1799,['Thanksgiving Day']
2151,['Theater']
2160,"['Theroux, Paul, 1941']"
5009,['Theseus (Greek mythology)']
374,['Thought and thinking']
5116,['Thoughtfulness']
4841,['Thunderchief (Fighter planes)']
5021,['Thyroid gland']
5208,['Tibet (China)']
3433,['Tiger']
4667,['Timber']
1749,['Time management']
4863,['Time management.']
846,['Time travel']
2517,['Time']
4767,['Toasts']
6222,['Toilet training']
2100,['Tokio - Student - Theaterwissenschaft - Liebesbeziehung - Geschichte 1965-1970 - Belletristische Darstellung']
4903,['Tokyo (Japan)']
5594,['Tongue twisters']
3255,['Tongue twisters.']
5043,['Toronto (Ont.)']
5634,['Torts']
3960,['Totalitarianism']
1188,['Touch']
6241,['Tour de France (Bicycle race)']
4284,['Tourism']
4911,['Toy and movable book']
1318,['Toy and movable books']
2270,['Toys']
2881,['Trace elements in nutrition.']
209,['Track and field athletes']
5564,['Track and field']
4617,['Traffic accident investigation']
5558,['Traffic signs and signals']
3850,['Tragedy']
4542,['Trans-Alaska Pipeline (Alaska)']
4442,['Transistor television receivers']
234,['Transportation']
4180,['Transylvania (Romania)']
3084,['Travel writing']
126,['Travel']
1620,['Travelers']
3535,['Treasure troves']
276,['Trials (Infanticide)']
132,['Trials (Murder)']
4831,['Trials']
4063,['Trick photography']
4834,['Trigonometry']
4807,['Trigonometry.']
2286,['Triplets']
1265,['Trojan War']
3310,['Trolls']
6103,['Trout']
6366,['Trucks']
169,['True Crime']
3352,['Truthfulness and falsehood']
1586,['Tugboats']
2181,['Turkey']
5676,['Turkish fiction']
4666,['Turning']
6016,['Turtles as pets.']
3657,['Turtles']
4584,['Tuscany (Italy)']
4491,['Twenty-first century']
414,['Twins']
6111,['Tyrannosaurus rex']
2884,['Tyrol (Austria)']
4328,['U.S. Army 82nd Airborne Division']
746,['UNIX (Computer file)']
4450,['UNIX (Computer file).']
199,['Ultramarine']
2061,['Undercover operations']
5252,['Underground Railroad']
2876,['Undertakers and undertaking']
2986,['Unicorns']
4244,['Unicorns.']
918,['Unidentified flying objects']
3892,['Unidentified flying objects.']
5955,['Unitarian Universalist churches']
2914,['United States marshals']
335,['United States']
4913,['Unmarried couples']
5217,['Urban animals']
4473,['Urban folklore']
6101,['Urdu language']
6402,['Utah']
3287,['Utilitarianism']
2546,['Values']
4173,['Vampire (Game)']
1569,['Vampire films']
745,['Vampires']
929,"['Van Veeteren, Inspector (Fictitious character)']"
2072,['Vancouver (B.C.)']
4909,['Vandalism']
5397,['Vaud (Switzerland)']
1740,['Vegetarian cookery']
3443,['Vegetarian cooking']
5516,['Veneto (Italy)']
3332,['Venice (Italy)']
4075,"['Verdun, Battle of, 1916']"
6358,['Vermont - Familie - Geschichte 1944-1988 - Belletristische Darstellung']
688,['Vermont']
2990,['Veterans']
722,['Veterinarians']
5628,['Veterinary radiography']
5866,['Vice-Presidents']
3251,['Victims of crimes']
4168,['Video games']
5426,['Vienna (Austria)']
1985,"['Vietnam War, 1961-1975']"
2257,['Vietnam']
5567,['Violence']
6080,['Virginia']
4044,['Virus diseases']
5000,['Virus outbreak']
1524,['Vitamins']
2021,['Viticulture']
5929,['Vlaamse fiksie']
2519,['Vocabulary']
2930,['Vocational guidance']
2205,['Volcanic activity prediction']
4764,['Volunteer workers in community development']
5737,['Volunteer workers in hospitals']
823,['Voyages and travels']
2977,['Voyages and travels.']
2969,['Voyages around the world']
5076,"['Voyages, Imaginary']"
5319,['Wales']
6426,['Walking']
4773,['Wandering Jew']
5012,['War correspondents']
3889,['War photographers']
4161,['War stories']
3467,['War']
2199,['Washington (D.C.)']
4481,['Washington (State)']
3027,['Washington Territory']
5735,['Water consumption']
4424,['Water']
3881,['Watercolor painting']
4273,"['Watergate Affair, 1972-1974']"
3608,"['Watkins, Claire (Fictitious character)']"
1480,['Weather']
5804,['Web Sites']
5519,['Web publishing']
5286,['Web sites for children']
5878,['Web sites']
3819,['Wedding etiquette']
690,['Weddings']
4962,['Weight control']
974,['Weight loss']
3183,['Werewolves']
5084,['West (U.S.)']
4693,['West Indies']
3760,['West Virginia']
1099,['Western stories']
1068,['Western']
341,['Whales']
2080,"['Whistler, James McNeill, 1834-1903']"
5825,['Wicca']
2539,['Wien - Wissenschaftler - Charakterkunde - Belletristische Darstellung']
5192,['Wild flowers']
1400,"['Wild plants, Edible']"
2052,['Wilderness areas']
3124,['Wilderness survival.']
5474,['Wind power.']
1965,['Wine and wine making']
4087,['Wisdom']
285,['Wit and humor']
2673,['Witchcraft']
799,['Witches']
1298,['Wives']
3570,['Wizards']
2365,['Wolves']
5616,['Woman (Christian theology)']
5436,['Women and literature']
925,['Women astronomers']
2858,['Women athletes']
832,['Women authors']
2877,"['Women authors, American']"
6401,['Women composers']
4408,['Women detectives']
4320,['Women golfers']
4406,['Women heroes']
6035,['Women in Christianity']
2765,['Women journalists']
1322,['Women lawyers']
3855,['Women mediums']
1040,['Women novelists']
3000,['Women outlaws']
1268,['Women physicians']
6279,['Women prisoners']
2207,['Women soldiers']
3623,['Women teachers']
2929,['Women television producers and directors']
77,['Women']
5094,"['Women, Prehistoric']"
4665,['Wood-carving']
5461,['Word games.']
1418,"['World War, 1914-1918']"
390,"['World War, 1939-1945']"
5251,"['World War, 1939-1945.']"
3157,['World Wide Web']
2649,['World history']
5656,['World politics']
2704,['Wrestlers']
856,['Wrocław (Poland)']
5851,['XML (Document markup language)']
386,['Xanth (Imaginary place)']
5683,['YOUNG ADULT FICTION']
6207,['Yana Indians.']
4711,['Yawning']
2191,['Yiddish fiction']
2834,['Yoga']
5289,['Yoga.']
1395,['Yorkshire (England)']
120,['Young Adult Fiction']
113,['Young Adult Nonfiction']
712,['Young adult fiction']
4109,['Young adults']
4886,['Young men']
2055,"['Yugoslav War, 1991-']"
4313,"['Yugoslav War, 1991-1995']"
6408,"['Yugoslav War, 1991-1995.']"
1850,['Zanzibar']
5526,['Zebras']
3835,['Zen (Sect)']
2775,['Zen Buddhism']
5847,['Zeugen Jehovas - Weibliche Jugend - Ausstieg - Jugendbuch']
4938,['Zip code']
5997,['Zoo animals']
6210,['Zoology']
6429,['Zoos']
5828,['Zululand (South Africa)']
6319,['avstrijska književnost - mladinska književnost - roman']
